word,pos,scores
infamy,noun,-3
indoctrination,noun,-3
incoherence,noun,-3
impudence,noun,-3
humiliation,noun,-3
hopelessness,noun,-3
heretic,noun,-3
hatefulness,noun,-3
harpy,noun,-3
extortion,noun,-3
egomania,noun,-3
downfallen,noun,-3
dismalness,noun,-3
disarray,noun,-3
direness,noun,-3
despondency,noun,-3
denunciation,noun,-3
dehumanization,noun,-3
debauchery,noun,-3
chagrin,noun,-3
belligerence,noun,-3
barbarity,noun,-3
bane,noun,-3
affront,noun,-3
anguish,noun,-4
annihilation,noun,-4
betrayal,noun,-4
cataclysm,noun,-4
crap,noun,-4
disaster,noun,-4
disgrace,noun,-4
hate,noun,-4
hatred,noun,-4
treachery,noun,-4
treason,noun,-4
wretchedness,noun,-4
calamity,noun,-4
crappiness,noun,-4
dreck,noun,-4
misery,noun,-4
rape,noun,-4
revlusion,noun,-4
ruthlessness,noun,-4
terror,noun,-4
terrorism,noun,-4
cannibal,noun,-4
loathing,noun,-4
no_way,noun,-4
agony,noun,-4
fuck,noun,-4
dread,noun,-4
atrocity,noun,-4
travesty,noun,-4
devastation,noun,-4
vileness,noun,-4
terribleness,noun,-4
revulsion,noun,-4
pariah,noun,-4
hideousness,noun,-4
dreadfulness,noun,-4
destitution,noun,-4
debacle,noun,-4
abhorrence,noun,-4
abomination,noun,-5
catastrophe,noun,-5
fascist,noun,-5
fiasco,noun,-5
monstrosity,noun,-5
culminate,verb,4
exalt,verb,4
relish,verb,4
revere,verb,4
rock,verb,4
adore,verb,4
enthrall,verb,4
[#can#]_not_(put)_#NP?#_down,verb,4
(#have#)_it_all,verb,4
exult,verb,4
awe,verb,4
fascinate,verb,4
enthrall,verb,4
enthral,verb,4
elate,verb,4
extol,verb,3
sanctify,verb,3
transcend,verb,3
achieve,verb,3
admire,verb,3
amaze,verb,3
cherish,verb,3
commend,verb,3
delight,verb,3
devote,verb,3
enchant,verb,3
endear,verb,3
energize,verb,3
enjoy,verb,3
entertain,verb,3
excel,verb,3
impress,verb,3
innovate,verb,3
keen,verb,3
love,verb,3
mesmerize,verb,3
praise,verb,3
prize,verb,3
rave,verb,3
rejoice,verb,3
resound,verb,3
respect,verb,3
restore,verb,3
revitalize,verb,3
savor,verb,3
succeed,verb,3
surmount,verb,3
surpass,verb,3
thrive,verb,3
triumph,verb,3
marvel,verb,3
uplift,verb,3
(#bring#)_#NP?#_to_life,verb,3
(suck)_#PER?#_in,verb,3
(#think#)_[INT]?_highly_of,verb,3
(#blow#)_$NP?#_away,verb,3
(turn)_[INT]_heads,verb,3
capitivate,verb,3
wow,verb,3
thrill,verb,3
won,verb,3
vindicate,verb,3
gladden,verb,3
beautify,verb,3
treasure,verb,3
spellbind,verb,3
spellbound,verb,3
exhilarate,verb,3
dazzle,verb,3
gush,verb,3
aid,verb,2
amuse,verb,2
applaud,verb,2
appreciate,verb,2
attract,verb,2
bestow,verb,2
boast,verb,2
boost,verb,2
care,verb,2
caress,verb,2
celebrate,verb,2
charm,verb,2
coordinate,verb,2
collaborate,verb,2
commemorate,verb,2
compliment,verb,2
congratulate,verb,2
conquer,verb,2
contribute,verb,2
cooperate,verb,2
create,verb,2
credit,verb,2
cultivate,verb,2
dedicate,verb,2
deserve,verb,2
embrace,verb,2
encourage,verb,2
endorse,verb,2
engage,verb,2
enhance,verb,2
enrich,verb,2
evoke,verb,2
facilitate,verb,2
favor,verb,2
fit,verb,2
fulfill,verb,2
gain,verb,2
gladden,verb,2
harmonize,verb,2
heal,verb,2
highlight,verb,2
honor,verb,2
illuminate,verb,2
immerse,verb,2
inspire,verb,2
interest,verb,2
intrigue,verb,2
laugh,verb,2
mesh,verb,2
motivate,verb,2
nurture,verb,2
overcome,verb,2
overcame,verb,2
please,verb,2
progress,verb,2
prosper,verb,2
purify,verb,2
radiate,verb,2
rally,verb,2
reap,verb,2
reconcile,verb,2
redemption,verb,2
refine,verb,2
regal,verb,2
renewal,verb,2
repair,verb,2
resolve,verb,2
reunite,verb,2
revel,verb,2
reward,verb,2
rival,verb,2
sparkle,verb,2
substantiate,verb,2
sweeten,verb,2
swoon,verb,2
sympathize,verb,2
trust,verb,2
uplift,verb,2
venerate,verb,2
win,verb,2
worth,verb,2
esteem,verb,2
invigorate,verb,2
liberate,verb,2
recommend,verb,2
master,verb,2
(branch)_out,verb,2
(#hold#)_[PRP$]_attention,verb,2
(#grow#)_on_$PRP,verb,2
(touched)_by,verb,2
(#be#)_able_to,verb,2
(caught)_up_in,verb,2
(#come#)_together,verb,2
[all|everything]_that_it_was_(cracked)_up_to_be,verb,2
(beef)_up,verb,2
(bowl)_#PER?#_over,verb,2
(brighten)_#NP?#_up,verb,2
(deck)_out,verb,2
(#get#)_ahead,verb,2
(hit)_it_off,verb,2
(jazz)_#NP?#_up,verb,2
(pull)_#NP?#_off,verb,2
(set)_#NP?#_apart,verb,2
enoble,verb,2
improve,verb,2
outperform,verb,2
(luck)_out,verb,2
outshine,verb,2
pioneer,verb,2
merit,verb,2
bolster,verb,2
extol,verb,2
extoll,verb,2
thank,verb,2
refresh,verb,2
profit,verb,2
enliven,verb,2
emancipate,verb,2
approve,verb,2
ameliorate,verb,2
absolve,verb,1
accept,verb,1
affirm,verb,1
alleviate,verb,1
ameliorate,verb,1
anticipate,verb,1
appease,verb,1
aspire,verb,1
assist,verb,1
befit,verb,1
befriend,verb,1
capture,verb,1
cleanse,verb,1
comfort,verb,1
commune,verb,1
communicate,verb,1
compensate,verb,1
compromise,verb,1
condone,verb,1
convince,verb,1
counsel,verb,1
crusade,verb,1
dignify,verb,1
donate,verb,1
economize,verb,1
elaborate,verb,1
embellish,verb,1
empower,verb,1
enable,verb,1
endow,verb,1
enlighten,verb,1
entrust,verb,1
envision,verb,1
establish,verb,1
evolve,verb,1
excite,verb,1
experience,verb,1
familiarize,verb,1
flatter,verb,1
forgive,verb,1
fortify,verb,1
foster,verb,1
frolic,verb,1
garnish,verb,1
generate,verb,1
gleam,verb,1
glitter,verb,1
glow,verb,1
gratify,verb,1
guide,verb,1
harness,verb,1
inform,verb,1
inherit,verb,1
jest,verb,1
last,verb,1
like,verb,1
mediate,verb,1
nominate,verb,1
nourish,verb,1
obey,verb,1
offer,verb,1
outwit,verb,1
persevere,verb,1
prevail,verb,1
procrastinate,verb,1
protect,verb,1
purr,verb,1
reactivate,verb,1
reassure,verb,1
reclaim,verb,1
recline,verb,1
reinstate,verb,1
relax,verb,1
relieve,verb,1
remodel,verb,1
renovate,verb,1
repent,verb,1
repose,verb,1
rescue,verb,1
revive,verb,1
ripen,verb,1
salute,verb,1
satisfy,verb,1
secure,verb,1
share,verb,1
signify,verb,1
simplify,verb,1
smile,verb,1
spice,verb,1
stabilize,verb,1
standarize,verb,1
stimulate,verb,1
strut,verb,1
subside,verb,1
suffice,verb,1
suit,verb,1
support,verb,1
tolerate,verb,1
tribute,verb,1
upgrade,verb,1
outsmart,verb,1
promote,verb,1
(#hold#)_up,verb,1
(#see#)_DT_point,verb,1
(#go#)_[INT]?_with,verb,1
(#make#)_[INT]?_sense,verb,1
(build|built)_up,verb,1
(amount)_to,verb,1
(beat)_#PER?#_out,verb,1
(believe)_in,verb,1
(#break#)_through,verb,1
[#can#]_(#do#)_worse,verb,1
(follow)_through,verb,1
(#get#)_across,verb,1
(#get#)_along,verb,1
(#hang#)_together,verb,1
(juice)_#NP?#_up,verb,1
(light)_#NP?#_up,verb,1
(liven)_up,verb,1
(look)_forward_to,verb,1
(pan)_out,verb,1
(perk)_#PER?#_up,verb,1
(plan)_ahead,verb,1
(profit)_from,verb,1
(resonate)_with,verb,1
(shape)_up,verb,1
(smooth)_[out|over],verb,1
(spice)_$NP?#_up,verb,1
(#stand#)_out,verb,1
(straighten)_out,verb,1
(#get#)_[INT|PRP$]?_attention ,verb,1
cheer,verb,1
empathize,verb,1
rectify,verb,1
supercharge,verb,1
accommodate,verb,1
multitask,verb,1
accomplish,verb,1
graduate,verb,1
streamline,verb,1
efficiency,verb,1
bloom,verb,1
earn,verb,1
accomodate,verb,1
soothe,verb,1
edify,verb,1
befriend,verb,1
soften,verb,1
felicitate,verb,1
exonerate,verb,1
exceed,verb,1
demystify,verb,1
value,verb,1
titillate,verb,1
reienforce,verb,1
help,verb,1
guarantee,verb,1
complement,verb,1
capitalize,verb,1
award,verb,1
attain,verb,1
argue,verb,-1
battle,verb,-1
blur,verb,-1
brandish,verb,-1
breach,verb,-1
bruise,verb,-1
bug,verb,-1
cancel,verb,-1
challenge,verb,-1
chide,verb,-1
clog,verb,-1
collide,verb,-1
combat,verb,-1
compel,verb,-1
complicate,verb,-1
concoct,verb,-1
conform,verb,-1
confront,verb,-1
crave,verb,-1
croak,verb,-1
dawdle,verb,-1
decrease,verb,-1
delay,verb,-1
demise,verb,-1
depreciate,verb,-1
deviate,verb,-1
dictate,verb,-1
discourage,verb,-1
dismiss,verb,-1
dispense,verb,-1
displease,verb,-1
dispose,verb,-1
dispute,verb,-1
distract,verb,-1
ditch,verb,-1
divorce,verb,-1
dominate,verb,-1
downshift,verb,-1
dwindle,verb,-1
endanger,verb,-1
enforce,verb,-1
engulf,verb,-1
entangle,verb,-1
envy,verb,-1
erase,verb,-1
err,verb,-1
evade,verb,-1
exaggerate,verb,-1
exclude,verb,-1
execute,verb,-1
expose,verb,-1
extinguish,verb,-1
feign,verb,-1
fidget,verb,-1
flee,verb,-1
forbid,verb,-1
fret,verb,-1
frighten,verb,-1
frown,verb,-1
fumble,verb,-1
gamble,verb,-1
glorify,verb,-1
grab,verb,-1
grabble,verb,-1
groan,verb,-1
growl,verb,-1
grumble,verb,-1
hoard,verb,-1
hurt,verb,-1
ignore,verb,-1
implicate,verb,-1
implore,verb,-1
imprison,verb,-1
induce,verb,-1
inflame,verb,-1
interfere,verb,-1
interrupt,verb,-1
intoxicate,verb,-1
intrude,verb,-1
inundate,verb,-1
lament,verb,-1
leak,verb,-1
liquidate,verb,-1
meddle,verb,-1
misbehave,verb,-1
miscast,verb,-1
mislead,verb,-1
misled,verb,-1
misinform,verb,-1
mishandle,verb,-1
mistake,verb,-1
mistrust,verb,-1
misunderstand,verb,-1
misuse,verb,-1
moan,verb,-1
muster,verb,-1
mutter,verb,-1
neutralize,verb,-1
nullify,verb,-1
omit,verb,-1
oust,verb,-1
overachieve,verb,-1
overflow,verb,-1
overlook,verb,-1
overpower,verb,-1
overrun,verb,-1
overreact,verb,-1
oversimplify,verb,-1
overwhelm,verb,-1
pamper,verb,-1
perish,verb,-1
persecute,verb,-1
plod,verb,-1
prohibit,verb,-1
pry,verb,-1
quit,verb,-1
rationalize,verb,-1
rebut,verb,-1
recede,verb,-1
refrain,verb,-1
rehash,verb,-1
retaliate,verb,-1
retreat,verb,-1
rid,verb,-1
rip,verb,-1
risk,verb,-1
romanticize,verb,-1
sag,verb,-1
scald,verb,-1
scare,verb,-1
scorch,verb,-1
scowl,verb,-1
scrape,verb,-1
scrutinize,verb,-1
shock,verb,-1
slash,verb,-1
slug,verb,-1
smuggle,verb,-1
snatch,verb,-1
sneak,verb,-1
sob,verb,-1
sprain,verb,-1
stammer,verb,-1
sting,verb,-1
stole,verb,-1
stray,verb,-1
stuck,verb,-1
stunt,verb,-1
suppress,verb,-1
stumble,verb,-1
swore,verb,-1
tear,verb,-1
tease,verb,-1
tire,verb,-1
torn,verb,-1
transgress,verb,-1
trap,verb,-1
trespass,verb,-1
trick,verb,-1
trudge,verb,-1
undid,verb,-1
underuse,verb,-1
undo,verb,-1
unravel,verb,-1
uproot,verb,-1
wane,verb,-1
warp,verb,-1
whine,verb,-1
whip,verb,-1
wince,verb,-1
wound,verb,-1
yawn,verb,-1
yell,verb,-1
yearn,verb,-1
idolize,verb,-1
inhibit,verb,-1
impose,verb,-1
worry,verb,-1
subject,verb,-1
endure,verb,-1
fluster,verb,-1
snivel,verb,-1
insinuate,verb,-1
coddle,verb,-1
upstage,verb,-1
underutilize,verb,-1
squirm,verb,-1
micromanage,verb,-1
hound,verb,-1
hollywoodise,verb,-1
sidetrack,verb,-1
caricature,verb,-1
quibble,verb,-1
default,verb,-1
(act)_funny,verb,-1
(back)_out,verb,-1
(brush)_#PER?#_off,verb,-1
(#come#)_up_against,verb,-1
(crawl)_with,verb,-1
(cut)_off,verb,-1
(drift)_apart,verb,-1
(fritter)_away,verb,-1
(gang)_up,verb,-1
(#get#)_away_with,verb,-1
(#give#)_in,verb,-1
(#give#)_up,verb,-1
(#go#)_against,verb,-1
(#grow#)_apart,verb,-1
(kick)_#PER?#_out,verb,-1
(lag)_behind,verb,-1
(load)_down,verb,-1
(look)_down_on,verb,-1
(pad)_#NP?#_out,verb,-1
(palm)_off,verb,-1
(pass)_#NP?#_off_as,verb,-1
(pick)_on,verb,-1
(pose)_as,verb,-1
(put)_up_with,verb,-1
(#run#)_out,verb,-1
(saddle)_with,verb,-1
(scrape)_by,verb,-1
(settle)_[with|for],verb,-1
(shake)_#PER?#_up,verb,-1
(shell)_out,verb,-1
(show)_off,verb,-1
(skimp)_on,verb,-1
(smack)_of,verb,-1
(stir)_$NP?#_up,verb,-1
(talk)_down_to,verb,-1
(turn)_against,verb,-1
(turn)_$NP?#_down,verb,-1
(wear)_#NP?#_out,verb,-1
die,verb,-1
trouble,verb,-1
distrust,verb,-1
blame,verb,-1
barge,verb,-1
overinflate,verb,-1
deflate,verb,-1
ache,verb,-1
cramp,verb,-1
jostle,verb,-1
rattle,verb,-1
obscure,verb,-1
rust,verb,-1
mistaken,verb,-1
lurk,verb,-1
smash,verb,-1
placate,verb,-1
overheat,verb,-1
deafen,verb,-1
haggle,verb,-1
cuss,verb,-1
quibble,verb,-1
mismatch,verb,-1
limp,verb,-1
discolor,verb,-1
discontinue,verb,-1
fatigue,verb,-1
refute,verb,-1
jam,verb,-1
bolt,verb,-1
sacrifice,verb,-1
blacken,verb,-1
belch,verb,-1
misinterpret,verb,-1
prolong,verb,-1
typecast,verb,-1
befuddle,verb,-1
pervade,verb,-1
disconnect,verb,-1
hiss,verb,-1
hobble,verb,-1
impel,verb,-1
slight,verb,-1
overreach,verb,-1
deform,verb,-1
rankle,verb,-1
prevaricate,verb,-1
prejudge,verb,-1
prattle,verb,-1
peeve,verb,-1
(object)_to,verb,-1
misunderstand,verb,-1
misunderstood,verb,-1
misrepresent,verb,-1
jabber,verb,-1
irk,verb,-1
impinge,verb,-1
hoodwink,verb,-1
gawk,verb,-1
frazzle,verb,-1
dupe,verb,-1
disorient,verb,-1
delude,verb,-1
daunt,verb,-1
carp,verb,-1
chastise,verb,-1
blab,verb,-1
blabber,verb,-1
beleaguer,verb,-1
belabor,verb,-1
bear ,verb,-1
abolish,verb,-2
accuse,verb,-2
agitate,verb,-2
allege,verb,-2
ambush,verb,-2
amputate,verb,-2
anger,verb,-2
annoy,verb,-2
antagonize,verb,-2
attack,verb,-2
avert,verb,-2
babble,verb,-2
badger,verb,-2
balk,verb,-2
banish,verb,-2
beat,verb,-2
belie,verb,-2
beware,verb,-2
bite,verb,-2
blather,verb,-2
block,verb,-2
blunder,verb,-2
bother,verb,-2
brag,verb,-2
bribe,verb,-2
bristle,verb,-2
bug,verb,-2
chafe,verb,-2
cheapen,verb,-2
choke,verb,-2
clash,verb,-2
coerce,verb,-2
collapse,verb,-2
commiserate,verb,-2
conceal,verb,-2
confine,verb,-2
conflict,verb,-2
confuse,verb,-2
conspire,verb,-2
constrain,verb,-2
contradict,verb,-2
contrive,verb,-2
covet,verb,-2
cringe,verb,-2
cripple,verb,-2
criticize,verb,-2
crush,verb,-2
curtail,verb,-2
damage,verb,-2
decay,verb,-2
deceive,verb,-2
defeat,verb,-2
deplete,verb,-2
depress,verb,-2
deprive,verb,-2
deride,verb,-2
detract,verb,-2
disappoint,verb,-2
disapprove,verb,-2
discredit,verb,-2
discriminate,verb,-2
dishearten,verb,-2
dislike,verb,-2
disrupt,verb,-2
dissatisfy,verb,-2
distort,verb,-2
distress,verb,-2
disturb,verb,-2
doom,verb,-2
drain,verb,-2
drown,verb,-2
dump,verb,-2
eliminate,verb,-2
embarrass,verb,-2
emote,verb,-2
encroach,verb,-2
erode,verb,-2
evict,verb,-2
exhaust,verb,-2
expel,verb,-2
fabricate,verb,-2
fake,verb,-2
falter,verb,-2
flaunt,verb,-2
flounder,verb,-2
force,verb,-2
forfeit,verb,-2
forsake,verb,-2
grieve,verb,-2
hamper,verb,-2
hedge,verb,-2
hinder,verb,-2
hunger,verb,-2
hustle,verb,-2
impair,verb,-2
impede,verb,-2
incur,verb,-2
inept,verb,-2
infect,verb,-2
infest,verb,-2
inflict,verb,-2
injure,verb,-2
invade,verb,-2
irritate,verb,-2
jeopardize,verb,-2
lack,verb,-2
lie,verb,-2
lose,verb,-2
lost,verb,-2
manipulate,verb,-2
mess,verb,-2
mock,verb,-2
murder,verb,-2
nag,verb,-2
negate,verb,-2
neglect,verb,-2
obsess,verb,-2
obstruct,verb,-2
offend,verb,-2
oppose,verb,-2
overact,verb,-2
overshadow,verb,-2
paralyze,verb,-2
patronize,verb,-2
perplex,verb,-2
prevade,verb,-2
perturb,verb,-2
plunder,verb,-2
pontificate,verb,-2
pout,verb,-2
preen,verb,-2
pretend,verb,-2
prosecute,verb,-2
provoke,verb,-2
punish,verb,-2
rebuff,verb,-2
recoil,verb,-2
refuse,verb,-2
regress,verb,-2
relapse,verb,-2
renounce,verb,-2
repress,verb,-2
reproach,verb,-2
resent,verb,-2
restrict,verb,-2
retard,verb,-2
revenge,verb,-2
revert,verb,-2
revoke,verb,-2
revolt,verb,-2
rupture,verb,-2
sap,verb,-2
scold,verb,-2
screw,verb,-2
seize,verb,-2
sever,verb,-2
shatter,verb,-2
shirk,verb,-2
shred,verb,-2
shun,verb,-2
skulk,verb,-2
slander,verb,-2
slot,verb,-2
smear,verb,-2
sneer,verb,-2
snore,verb,-2
spank,verb,-2
spawn,verb,-2
sputter,verb,-2
squander,verb,-2
stalk,verb,-2
startle,verb,-2
steal,verb,-2
stifle,verb,-2
stagnate,verb,-2
strangle,verb,-2
strain,verb,-2
stretch,verb,-2
struggle,verb,-2
succumb,verb,-2
suffer,verb,-2
suffocate,verb,-2
tamper,verb,-2
taunt,verb,-2
threaten,verb,-2
thrash,verb,-2
toil,verb,-2
trample,verb,-2
trivialize,verb,-2
undermine,verb,-2
underwhelm,verb,-2
vex,verb,-2
violate,verb,-2
wary,verb,-2
waste,verb,-2
weaken,verb,-2
wilt,verb,-2
writhe,verb,-2
assassinate,verb,-2
blind,verb,-2
disagree,verb,-2
ostracize,verb,-2
ramble,verb,-2
complain,verb,-2
disenchant,verb,-2
revulse,verb,-2
pigeonhole,verb,-2
flabbergast,verb,-2
harry,verb,-2
piss,verb,-2
fault,verb,-2
spoil,verb,-2
pester,verb,-2
bias,verb,-2
pan,verb,-2
drag,verb,-2
(#fall#)_short,verb,-2
(#come)_up_short,verb,-2
(stay)_away,verb,-2
(skip)_it,verb,-2
(slap)_on,verb,-2
(steer)_clear,verb,-2
(limit)_#NP?#_to,verb,-2
(pale)_in,verb,-2
(#take#)_DT_hit,verb,-2
(bog)_down,verb,-2
(#blow#)_#NP?#_up,verb,-2
(boot)_out,verb,-2
(#break#)_up,verb,-2
(cash)_in-on,verb,-2
(cast)_aside,verb,-2
(choke)_#NP?#_down,verb,-2
(cop)_out,verb,-2
[#can#]_(#do#)_without,verb,-2
[#can#]_(#do#)_better,verb,-2
(drive)_#PER?#_away,verb,-2
(#fall#)_behind,verb,-2
(dumb)_down,verb,-2
(#fall#)_apart,verb,-2
(gross)_#PER?#_out,verb,-2
(jerk)_#PER?#_around,verb,-2
(lash)_out,verb,-2
(let)_#PER?#_down,verb,-2
(#have#)_[INT]?_no_clue,verb,-2
(mess)_with,verb,-2
(object)_to,verb,-2
(pander)_to,verb,-2
(shirk)_from,verb,-2
(#string#)_along,verb,-2
(walk)_out,verb,-2
(wallow)_in,verb,-2
(weigh)_on,verb,-2
(wimp)_out,verb,-2
(wipe)_out,verb,-2
(shut)_up,verb,-2
(put)_#PER?#_off ,verb,-2
wallow,verb,-2
mar,verb,-2
bemoan,verb,-2
harm,verb,-2
exacerbate,verb,-2
vandalize,verb,-2
(coop)_up,verb,-2
dminish,verb,-2
malfunction,verb,-2
fool,verb,-2
slave,verb,-2
taint,verb,-2
broken,verb,-2
stain,verb,-2
relegate,verb,-2
booze,verb,-2
fornicate,verb,-2
rob,verb,-2
sadden,verb,-2
diss,verb,-2
complicit,verb,-2
viciousness,verb,-2
inability,verb,-2
tarnish,verb,-2
pollute,verb,-2
pain,verb,-2
miscalculate,verb,-2
mope,verb,-2
afflict,verb,-2
accost,verb,-2
unnerve,verb,-2
shame,verb,-2
reprove,verb,-2
overdo,verb,-2
mismanage,verb,-2
mire,verb,-2
malign,verb,-2
menace,verb,-2
jeer,verb,-2
invalidate,verb,-2
impugn,verb,-2
heckle,verb,-2
hamstrung,verb,-2
gripe,verb,-2
grouse,verb,-2
flout,verb,-2
enervate,verb,-2
emasculate,verb,-2
disrespect,verb,-2
dishonor,verb,-2
denigrate,verb,-2
debase,verb,-2
collude,verb,-2
bungle,verb,-2
besmirch,verb,-2
aunguish,verb,-2
affront,verb,-2
acerbate,verb,-2
abase,verb,-2
bash,verb,-2
bore,verb,-3
abuse,verb,-3
aggravate,verb,-3
alarm,verb,-3
alienate,verb,-3
atrophy,verb,-3
baffle,verb,-3
belie,verb,-3
belittle,verb,-3
bewilder,verb,-3
blast,verb,-3
bombard,verb,-3
brutalize,verb,-3
capsize,verb,-3
careen,verb,-3
cheat,verb,-3
condemn,verb,-3
confound,verb,-3
corrode,verb,-3
corrupt,verb,-3
cram,verb,-3
curse,verb,-3
degenerate,verb,-3
demean,verb,-3
denounce,verb,-3
deplore,verb,-3
deteriorate,verb,-3
despair,verb,-3
disavow,verb,-3
disgust,verb,-3
enrage,verb,-3
enslave,verb,-3
eradicate,verb,-3
exasperate,verb,-3
exploit,verb,-3
exterminate,verb,-3
fail,verb,-3
frustrate,verb,-3
gloat,verb,-3
loom,verb,-3
mangle,verb,-3
molest,verb,-3
obliterate,verb,-3
oppress,verb,-3
pervert,verb,-3
plagerize,verb,-3
plague,verb,-3
ravage,verb,-3
rebuke,verb,-3
regret,verb,-3
regurgitate,verb,-3
reject,verb,-3
repudiate,verb,-3
ridicule,verb,-3
rue,verb,-3
sabotage,verb,-3
scoff,verb,-3
screech,verb,-3
seethe,verb,-3
shrivel,verb,-3
slam,verb,-3
smother,verb,-3
spew,verb,-3
starve,verb,-3
stink,verb,-3
subjugate,verb,-3
subvert,verb,-3
thwart,verb,-3
torment,verb,-3
upset,verb,-3
usurp,verb,-3
wail,verb,-3
worsen,verb,-3
assault,verb,-3
behead,verb,-3
defame,verb,-3
degrade,verb,-3
demolish,verb,-3
demoralize,verb,-3
insult,verb,-3
rot,verb,-3
suck,verb,-3
bastardize,verb,-3
nauseate,verb,-3
pillage,verb,-3
humiliate,verb,-3
(piss)_#PER?#_off,verb,-3
(rip)_off,verb,-3
(#get#)_on_PRP$_nerves,verb,-3
who_(cares),verb,-3
PRP_(#blow#),verb,-3
(#blow#)_it,verb,-3
(#break#)_down,verb,-3
(chicken)_out,verb,-3
(dream)_on,verb,-3
(drive)_#PER?#_nuts,verb,-3
(fuck)_#NP?#_up,verb,-3
(#go#)_under,verb,-3
(mess)_#NP?#_up,verb,-3
reek,verb,-3
(weasel)_out_of,verb,-3
not_(shut)_up,verb,-3
shit,verb,-3
disillusion,verb,-3
wreak,verb,-3
stank,verb,-3
stunk,verb,-3
rape,verb,-3
womanize,verb,-3
destroy,verb,-3
hopelessness,verb,-3
incense,verb,-3
impoverish,verb,-3
harass,verb,-3
contaminate,verb,-3
vilify,verb,-3
traumatize,verb,-3
scandalize,verb,-3
repugn,verb,-3
rage,verb,-3
plagiarize,verb,-3
lambaste,verb,-3
imperil,verb,-3
glower,verb,-3
excoriate,verb,-3
eviserate,verb,-3
disparage,verb,-3
despoil,verb,-3
desecrate,verb,-3
demonize,verb,-3
blaspheme,verb,-3
brainwash,verb,-3
browbeat,verb,-3
appal,verb,-3
appall,verb,-3
befoul,verb,-3
agonize,verb,-4
annihilate,verb,-4
betray,verb,-4
damn,verb,-4
detest,verb,-4
dread,verb,-4
hate,verb,-4
horrify,verb,-4
infuriate,verb,-4
mortify,verb,-4
repulse,verb,-4
ruin,verb,-4
butcher,verb,-4
devastate,verb,-4
slaughter,verb,-4
terrify,verb,-4
terrorize,verb,-4
vomit,verb,-4
(#fall#)_[INT]?_flat,verb,-4
(roll)_over_in_PRP$_grave,verb,-4
could_[not]?_(care)_less,verb,-4
(fuck)_#PER?#_over,verb,-4
fuck,verb,-4
panic,verb,-4
outrage,verb,-4
torture,verb,-4
revile,verb,-4
loathe,verb,-4
execrate,verb,-4
disgrace,verb,-4
abhor,verb,-5
appall,verb,-5
loath,verb,-5
cannibalize,verb,-5
defile,verb,-5
despise,verb,-5
