lexicon,label
disagreement,negative
disagrees,negative
disallow,negative
disapointed,negative
disapointing,negative
disapointment,negative
disappoint,negative
disappointed,negative
disappointing,negative
disappointingly,negative
disappointment,negative
disappointments,negative
disappoints,negative
disapprobation,negative
disapproval,negative
disapprove,negative
disapproving,negative
disarm,negative
disarranged,negative
disarray,negative
disaster,negative
disasterous,negative
disastrous,negative
disastrously,negative
disavow,negative
disavowal,negative
disbelief,negative
disbelieve,negative
disbeliever,negative
disclaim,negative
discoloration,negative
discolouration,negative
discombobulate,negative
discomfit,negative
discomfititure,negative
discomfiture,negative
discomfort,negative
discommode,negative
discompose,negative
discomposure,negative
disconcert,negative
disconcerted,negative
disconcerting,negative
disconcertingly,negative
disconcertion,negative
disconcertment,negative
disconfirming,negative
disconnected,negative
disconsolate,negative
disconsolately,negative
disconsolation,negative
discontent,negative
discontented,negative
discontentedly,negative
discontinued,negative
discontinuity,negative
discontinuous,negative
discord,negative
discordance,negative
discordant,negative
discorporate,negative
discountenance,negative
discourage,negative
discouragement,negative
discouraging,negative
discouragingly,negative
discourteous,negative
discourteously,negative
discourtesy,negative
discoutinous,negative
discredit,negative
discreetness,negative
discrepant,negative
discretion,negative
discriminate,negative
discrimination,negative
discriminatory,negative
disdain,negative
disdained,negative
disdainful,negative
disdainfully,negative
disembodied,negative
disfavor,negative
disfigure,negative
disgrace,negative
disgraced,negative
disgraceful,negative
disgracefully,negative
disgruntle,negative
disgruntled,negative
disgust,negative
disgusted,negative
disgustedly,negative
disgustful,negative
disgustfully,negative
disgusting,negative
disgustingly,negative
dishearten,negative
disheartening,negative
dishearteningly,negative
disheveled,negative
dishevelled,negative
dishonest,negative
dishonestly,negative
dishonesty,negative
dishonor,negative
dishonorable,negative
dishonorablely,negative
dishonorableness,negative
dishonour,negative
dishonourableness,negative
disillusion,negative
disillusioned,negative
disillusionment,negative
disillusions,negative
disinclination,negative
disinclined,negative
disinfection,negative
disinformation,negative
disingenuous,negative
disingenuously,negative
disinherited,negative
disintegrate,negative
disintegrated,negative
disintegrates,negative
disintegration,negative
disinterest,negative
disinterested,negative
dislike,negative
disliked,negative
dislikes,negative
disliking,negative
dislocated,negative
dislogistic,negative
disloyal,negative
disloyalty,negative
dismal,negative
dismally,negative
dismalness,negative
dismay,negative
dismayed,negative
dismaying,negative
dismayingly,negative
dismissive,negative
dismissively,negative
disobedience,negative
disobedient,negative
disobey,negative
disoblige,negative
disoobedient,negative
disorder,negative
disordered,negative
disorderly,negative
disorganisation,negative
disorganization,negative
disorganized,negative
disorient,negative
disoriented,negative
disown,negative
disparage,negative
disparaging,negative
disparagingly,negative
dispatch,negative
dispensable,negative
dispense with,negative
dispirit,negative
dispirited,negative
dispiritedly,negative
dispiriting,negative
displace,negative
displaced,negative
displease,negative
displeased,negative
displeasing,negative
displeasure,negative
dispossessed,negative
disproportionate,negative
disprove,negative
disprover,negative
disputable,negative
dispute,negative
disputed,negative
disquiet,negative
disquieted,negative
disquieting,negative
disquietingly,negative
disquietude,negative
disregard,negative
disregardful,negative
disreputable,negative
disrepute,negative
disrespect,negative
disrespectable,negative
disrespectablity,negative
disrespectful,negative
disrespectfully,negative
disrespectfulness,negative
disrespecting,negative
disrupt,negative
disruption,negative
disruptive,negative
diss,negative
dissapointed,negative
dissappointed,negative
dissappointing,negative
dissatisfaction,negative
dissatisfactory,negative
dissatisfied,negative
dissatisfies,negative
dissatisfy,negative
dissatisfying,negative
dissed,negative
dissemble,negative
dissembler,negative
dissension,negative
dissent,negative
dissenter,negative
dissentient,negative
dissenting,negative
dissention,negative
disservice,negative
disses,negative
dissidence,negative
dissident,negative
dissidents,negative
dissimilar,negative
dissimulative,negative
dissing,negative
dissocial,negative
dissolute,negative
dissolution,negative
dissonance,negative
dissonant,negative
dissonantly,negative
dissonate,negative
dissuade,negative
dissuasive,negative
distains,negative
distaste,negative
distasteful,negative
distastefully,negative
distastefulness,negative
distemper,negative
distort,negative
distorted,negative
distortion,negative
distorts,negative
distract,negative
distracting,negative
distraction,negative
distrain,negative
distraught,negative
distraughtly,negative
distraughtness,negative
distress,negative
distressed,negative
distressful,negative
distressing,negative
distressingly,negative
distribution free statistic,negative
distributive shock,negative
distrust,negative
distrustful,negative
distrusting,negative
disturb,negative
disturbance,negative
disturbed,negative
disturbing,negative
disturbingly,negative
disunity,negative
disvalue,negative
diuresis,negative
divergent,negative
diverticulitis,negative
divisive,negative
divisively,negative
divisiveness,negative
dizzing,negative
dizzingly,negative
dizzy,negative
dm,negative
do not,negative
doctrinaire,negative
doddering,negative
dodgey,negative
does not,negative
doesn't,negative
dog,negative
dog in the manger,negative
dog's breakfast,negative
dog's dinner,negative
dogged,negative
doggedly,negative
dogmatic,negative
doldrums,negative
doleful,negative
dolefulness,negative
dolor,negative
dolour,negative
domineer,negative
domineering,negative
don't,negative
don't think,negative
done for,negative
done with,negative
donside,negative
doom,negative
doomed,negative
doomsday,negative
dope,negative
dostoevski,negative
dostoevsky,negative
dostoyevsky,negative
doubt,negative
doubtful,negative
doubtfully,negative
doubting thomas,negative
doubts,negative
douchbag,negative
douchebag,negative
douchebags,negative
doughy,negative
dour,negative
down,negative
down in the mouth,negative
downbeat,negative
downcast,negative
downer,negative
downfall,negative
downfallen,negative
downgrade,negative
downhearted,negative
downheartedly,negative
downhill,negative
downside,negative
downsides,negative
downturn,negative
downturns,negative
drab,negative
draconian,negative
draconic,negative
drag,negative
dragged,negative
dragging,negative
draggled,negative
dragoon,negative
drags,negative
drain,negative
drained,negative
draining,negative
drains,negative
drastic,negative
drastically,negative
draw a blank,negative
drawback,negative
drawbacks,negative
drawn,negative
dread,negative
dreaded,negative
dreadful,negative
dreadfully,negative
dreadfulness,negative
dreaminess,negative
drear,negative
dreary,negative
dreck,negative
dress down,negative
dressing down,negative
drifter,negative
dripped,negative
dripping,negative
drippy,negative
drips,negative
drones,negative
droop,negative
drooping,negative
droops,negative
drop,negative
drop-out,negative
drop-outs,negative
dropout,negative
dropouts,negative
dropsical,negative
dropsy,negative
drought,negative
drowning,negative
drunk,negative
drunkard,negative
drunken,negative
dry,negative
dubious,negative
dubiously,negative
dubitable,negative
ductless,negative
dud,negative
due process,negative
due process of law,negative
dull,negative
dullard,negative
dumb,negative
dumb bomb,negative
dumbfound,negative
dump,negative
dumped,negative
dumping,negative
dumps,negative
dunce,negative
dungeon,negative
dungeons,negative
duodenal ulcer,negative
dupe,negative
dust,negative
dusty,negative
dutch courage,negative
dutch elm fungus,negative
dutch-elm beetle,negative
dwindling,negative
dying,negative
dysentery,negative
dyslogistic,negative
dysmenorrhea,negative
dysostosis multiplex,negative
dyspepsia,negative
dyspeptic,negative
dysphagia,negative
dysphemistic,negative
dysphoria,negative
dysphoric,negative
dyspnea,negative
dyspneal,negative
dyspneic,negative
dyspnoea,negative
dyspnoeal,negative
dyspnoeic,negative
dyssynergia,negative
dysthymia,negative
dysthymic depression,negative
dystopia,negative
dystopian,negative
dystrophy,negative
dysuria,negative
earful,negative
earned run,negative
earned run average,negative
earsplitting,negative
earth,negative
earthquake,negative
earthy,negative
eccentric,negative
eccentricity,negative
edema,negative
edematous,negative
effigy,negative
effrontery,negative
egocentric,negative
egomania,negative
egotism,negative
egotistic,negative
egotistical,negative
egotistically,negative
egregious,negative
egregiously,negative
eldritch,negative
election-rigger,negative
elimination,negative
elusiveness,negative
emaciated,negative
emasculate,negative
embarrass,negative
embarrassed,negative
embarrassing,negative
embarrassingly,negative
embarrassment,negative
embattled,negative
embroil,negative
embroiled,negative
embroilment,negative
emendation,negative
emergency,negative
emphatic,negative
emphatically,negative
emptiness,negative
encephalitis,negative
encopresis,negative
encroach,negative
encroachment,negative
encumbrance,negative
end of the world,negative
endanger,negative
endangered,negative
endarteritis,negative
endocervicitis,negative
endurable,negative
endure,negative
enduring,negative
enemies,negative
enemy,negative
enervate,negative
enfeeble,negative
enflame,negative
enforce,negative
engulf,negative
enigma,negative
enjoin,negative
enmity,negative
enrage,negative
enraged,negative
enraging,negative
enslave,negative
entangle,negative
entanglement,negative
enteritis,negative
entrap,negative
entrapment,negative
enuresis,negative
envious,negative
enviously,negative
enviousness,negative
